First Name,Last Name,SIN,Gender,Sector,Age ,Admission,Profession,Status,DOD,Donor?,Chaplin Service,Meal Pref,ROOM,DNR?,Attnd. Phys.
Caria,Norcutt,503-95-7443,Female,Sector 21,41,2018-03-10,Food Chemist,DECEASED,2018-03-13,FALSE,Muslim,NA,C36,FALSE,Pan
Tyrone,Nelm,403-84-6890,Male,Sector 21,68,2018-03-10,VP Accounting,ALIVE,NA,FALSE,Jewish,CHCKN,B23,FALSE,Sanders
Clayson,Cushelly,162-47-5025,Male,Sector 21,58,2018-03-10,Assistant Professor,ALIVE,NA,FALSE,Jewish,NA,C25,FALSE,Smith
Wyndham,Swyndley,375-10-8563,Male,Sector 21,26,2018-03-10,Office Assistant IV,ALIVE,NA,FALSE,NA,VEG,D41,FALSE,Ouyuki
Everard,Brooker,832-06-1113,Male,Sector 21,51,2018-03-10,Financial Advisor,ALIVE,NA,FALSE,Catholic,NA,A18,FALSE,Smith
Laurianne,Besnardeau,128-57-7483,Female,Sector 21,38,2018-03-10,General Manager,DECEASED,2018-03-10,FALSE,Protestant,CHCKN,C37,FALSE,Pan
Agosto,Mayou,756-08-9211,Male,Sector 21,1,2018-03-11,NA,DECEASED,2018-03-11,TRUE,Protestant,VEG,D41,TRUE,Lee
Granthem,Anfusso,544-36-9934,Male,Sector 21,19,2018-03-11,Payment Adjustment Coordinator,DECEASED,2018-03-12,FALSE,Catholic,NA,D32,FALSE,Ouyuki
Chastity,McCaughran,743-95-1626,Female,Sector 21,48,2018-03-11,General Manager,ALIVE,NA,FALSE,NA,VEG,C2,FALSE,Sanders
Blair,Thurlbeck,841-68-8859,Female,Sector 21,6,2018-03-11,NA,DECEASED,2018-03-13,FALSE,Protestant,CHCKN,D34,TRUE,Pan
Jennee,Fiddeman,852-30-5745,Female,Sector 21,18,2018-03-11,NA,DECEASED,2018-03-12,FALSE,Protestant,VEG,D8,TRUE,Pan
Geneva,Marquess,289-03-2534,Female,Sector 21,61,2018-03-11,Automation Specialist I,DECEASED,2018-03-12,FALSE,NA,CHCKN,D47,FALSE,Pan
Patrica,Waldocke,218-26-0455,Female,Sector 21,28,2018-03-11,Web Designer I,DECEASED,2018-03-13,FALSE,Muslim,NA,C30,FALSE,Sanders
Tabitha,Kippen,395-42-3286,Female,Sector 21,22,2018-03-11,Financial Advisor,DECEASED,2018-03-11,FALSE,Protestant,VEG,D18,FALSE,White
Rollins,Kirkness,403-82-9060,Male,Sector 21,54,2018-03-11,Sales Representative,DECEASED,2018-03-11,FALSE,Jewish,CHCKN,C18,FALSE,Lee
Giavani,Edmed,773-65-2168,Male,Sector 21,10,2018-03-11,NA,DECEASED,2018-03-13,TRUE,Muslim,VEG,D12,TRUE,Lee
Mauricio,Bobasch,323-41-4801,Male,Sector 21,56,2018-03-11,Budget/Accounting Analyst II,DECEASED,2018-03-13,FALSE,Jewish,CHCKN,B20,FALSE,White
Ebba,Stollman,609-54-3515,Female,Sector 21,77,2018-03-11,Business Systems Development Analyst,ALIVE,NA,FALSE,NA,VEG,D5,FALSE,Smith
Josephine,Tirone,260-04-1101,Female,Sector 21,77,2018-03-11,Executive Secretary,DECEASED,2018-03-12,FALSE,Muslim,VEG,D33,FALSE,Ouyuki
Lona,Dalziell,753-95-3801,Female,Sector 21,91,2018-03-11,Electrical Engineer,ALIVE,NA,FALSE,Muslim,VEG,A1,FALSE,White
Row,Fruen,546-04-4803,Female,Sector 21,81,2018-03-11,VP Quality Control,ALIVE,NA,FALSE,Jewish,VEG,D45,FALSE,White
Trent,Seydlitz,300-77-7403,Male,Sector 21,63,2018-03-11,Professor,DECEASED,2018-03-11,FALSE,Protestant,VEG,A29,FALSE,Lee
Eben,Arnowitz,459-20-2607,Male,Sector 21,57,2018-03-12,Staff Scientist,ALIVE,NA,FALSE,Muslim,NA,B34,FALSE,Lee
Bevvy,Moodie,780-80-2549,Female,Sector 21,69,2018-03-12,Structural Analysis Engineer,ALIVE,NA,FALSE,Protestant,NA,A29,FALSE,Sanders
Ingar,Flippelli,335-72-5561,Male,Sector 21,1,2018-03-12,NA,DECEASED,2018-03-12,FALSE,Catholic,VEG,A37,FALSE,Pan
Tedda,Varian,493-18-6131,Female,Sector 21,31,2018-03-12,Community Outreach Specialist,ALIVE,NA,FALSE,Muslim,NA,B19,FALSE,Ouyuki
Dov,Gillfillan,878-88-8998,Male,Sector 21,61,2018-03-12,Automation Specialist III,ALIVE,NA,FALSE,Catholic,CHCKN,C50,FALSE,Sanders
Welsh,Laws,222-92-9769,Male,Sector 21,68,2018-03-12,Speech Pathologist,DECEASED,2018-03-15,FALSE,Other,CHCKN,C18,FALSE,Sanders
Ivor,Kupper,265-69-3643,Male,Sector 21,78,2018-03-12,Marketing Assistant,ALIVE,NA,FALSE,Other,VEG,D45,FALSE,Sanders
Maggie,Browning,656-78-3435,Female,Sector 21,28,2018-03-12,Geologist I,ALIVE,NA,FALSE,Other,CHCKN,D20,FALSE,Lee
Derick,Bilby,185-15-6392,Male,Sector 21,30,2018-03-12,Marketing Assistant,ALIVE,NA,FALSE,NA,VEG,C25,FALSE,Smith
Alexandre,Knowling,884-12-9891,Male,Sector 21,44,2018-03-12,Marketing Assistant,DECEASED,2018-03-15,FALSE,Muslim,CHCKN,C7,FALSE,Lee
Nestor,Brewett,815-83-3328,Male,Sector 22,57,2018-03-06,Executive Secretary,DECEASED,2018-03-07,FALSE,NA,VEG,A16,FALSE,Lee
Katy,Van der Brugge,671-09-8304,Female,Sector 22,27,2018-03-07,Administrative Officer,ALIVE,NA,FALSE,Catholic,VEG,A45,FALSE,Pan
Thain,Dignon,261-54-4782,Male,Sector 22,23,2018-03-07,Technical Writer,DECEASED,2018-03-07,FALSE,Catholic,CHCKN,B32,FALSE,Smith
Gabbie,MacCall,422-46-4338,Male,Sector 22,44,2018-03-07,Statistician I,ALIVE,NA,FALSE,Other,CHCKN,B29,FALSE,Pan
Jayson,Valentino,378-64-7605,Male,Sector 22,43,2018-03-07,Quality Engineer,ALIVE,NA,FALSE,Other,CHCKN,D44,FALSE,Pan
Chlo,Farlowe,757-76-9660,Female,Sector 22,81,2018-03-07,Account Coordinator,DECEASED,2018-03-07,FALSE,Jewish,CHCKN,B29,FALSE,Sanders
Ode,Kennermann,730-72-5930,Male,Sector 22,92,2018-03-07,Structural Engineer,DECEASED,2018-03-07,FALSE,Other,NA,A24,FALSE,Ouyuki
Luisa,Worge,491-09-3127,Female,Sector 22,96,2018-03-07,Electrical Engineer,ALIVE,NA,FALSE,Catholic,NA,B45,FALSE,Lee
Barby,Eastcott,488-62-2130,Female,Sector 22,79,2018-03-08,Chemical Engineer,DECEASED,2018-03-08,FALSE,Catholic,NA,C21,FALSE,White
Quintana,Dumbellow,619-57-0419,Female,Sector 22,11,2018-03-08,NA,DECEASED,2018-03-11,TRUE,Muslim,CHCKN,A5,FALSE,Lee
Renate,Cocking,325-65-2709,Female,Sector 22,26,2018-03-08,Computer Systems Analyst I,DECEASED,2018-03-10,FALSE,Catholic,NA,A10,FALSE,Sanders
Eran,Bowhey,814-82-7908,Female,Sector 22,76,2018-03-08,Environmental Tech,ALIVE,NA,FALSE,Jewish,CHCKN,D30,FALSE,White
Gary,Orknay,578-36-1397,Male,Sector 22,58,2018-03-08,Analyst Programmer,ALIVE,NA,FALSE,Other,VEG,C5,FALSE,Lee
Ilene,Sykora,561-94-1306,Female,Sector 22,78,2018-03-08,Information Systems Manager,ALIVE,NA,FALSE,NA,NA,B45,FALSE,Sanders
Sonia,Beauly,867-26-7223,Female,Sector 22,69,2018-03-08,Account Executive,DECEASED,2018-03-09,FALSE,Other,CHCKN,B13,FALSE,Pan
Bay,Fanton,529-15-0055,Male,Sector 22,50,2018-03-08,VP Product Management,DECEASED,2018-03-11,FALSE,Protestant,NA,B25,FALSE,Smith
Maurise,Anderbrugge,576-84-9499,Male,Sector 22,14,2018-03-08,NA,DECEASED,2018-03-08,FALSE,Catholic,NA,C25,TRUE,Sanders
Shannon,Stroyan,189-16-3083,Female,Sector 22,30,2018-03-08,Media Manager III,ALIVE,NA,FALSE,NA,NA,A35,FALSE,Pan
Corbett,Fardy,408-58-4511,Male,Sector 22,1,2018-03-08,NA,DECEASED,2018-03-08,FALSE,NA,CHCKN,D46,FALSE,Smith
Brett,Maginn,869-43-6140,Female,Sector 22,54,2018-03-08,Media Manager II,ALIVE,NA,FALSE,Catholic,VEG,C19,FALSE,Lee
Averil,Rickell,420-78-9542,Female,Sector 22,62,2018-03-08,General Manager,ALIVE,NA,FALSE,Other,CHCKN,D31,FALSE,Smith
Shellie,Comport,219-24-4150,Female,Sector 22,52,2018-03-08,Statistician I,DECEASED,2018-03-10,FALSE,Other,VEG,B48,FALSE,Sanders
Boony,Andriulis,376-26-9311,Male,Sector 22,32,2018-03-08,Environmental Tech,ALIVE,NA,FALSE,Other,VEG,D17,FALSE,Pan
Martainn,Giacomucci,757-90-1771,Male,Sector 22,38,2018-03-08,Account Representative IV,ALIVE,NA,FALSE,Catholic,VEG,D37,FALSE,Sanders
Erna,Offin,125-81-8685,Female,Sector 22,62,2018-03-08,Financial Advisor,DECEASED,2018-03-11,FALSE,Protestant,CHCKN,D47,FALSE,Ouyuki
Nial,Klosges,296-22-3081,Male,Sector 22,8,2018-03-08,NA,ALIVE,NA,TRUE,Muslim,CHCKN,B13,TRUE,Lee
Lenette,Templar,840-90-2263,Female,Sector 22,77,2018-03-09,Environmental Specialist,DECEASED,2018-03-12,FALSE,Protestant,VEG,B33,FALSE,Smith
Nisse,Impleton,400-71-2748,Female,Sector 22,88,2018-03-09,Recruiter,DECEASED,2018-03-09,FALSE,Muslim,NA,A24,FALSE,Pan
Annmarie,Maides,167-42-2508,Female,Sector 22,74,2018-03-09,Office Assistant IV,ALIVE,NA,FALSE,Muslim,VEG,A37,FALSE,Pan
Kacy,Dootson,370-21-3478,Female,Sector 22,60,2018-03-09,Research Nurse,DECEASED,2018-03-12,FALSE,Protestant,CHCKN,C41,FALSE,Pan
Gay,Makey,250-21-7060,Female,Sector 22,38,2018-03-09,Legal Assistant,DECEASED,2018-03-09,FALSE,Jewish,VEG,A48,FALSE,Smith
Rustin,Stanlake,448-15-8814,Male,Sector 22,18,2018-03-09,NA,DECEASED,2018-03-09,TRUE,Jewish,NA,B14,FALSE,Lee
Jayme,Gages,564-45-2071,Male,Sector 22,67,2018-03-09,Health Coach IV,ALIVE,NA,FALSE,NA,NA,D23,FALSE,White
Madeline,Trytsman,543-43-2555,Female,Sector 22,32,2018-03-09,Software Consultant,ALIVE,NA,FALSE,Protestant,CHCKN,D6,FALSE,White
Camala,Plomer,284-93-4121,Female,Sector 22,90,2018-03-09,Legal Assistant,DECEASED,2018-03-09,FALSE,NA,NA,A39,FALSE,Lee
Teddie,Belloch,661-38-7559,Male,Sector 22,73,2018-03-09,Tax Accountant,DECEASED,2018-03-12,FALSE,Other,VEG,C39,FALSE,Sanders
Melamie,Tassel,520-84-2216,Female,Sector 22,30,2018-03-09,Help Desk Operator,DECEASED,2018-03-12,FALSE,Jewish,VEG,B6,FALSE,Smith
Minny,Baumler,507-55-4780,Female,Sector 22,1,2018-03-09,NA,DECEASED,2018-03-10,FALSE,Other,NA,B41,TRUE,Ouyuki
Haley,Kiessel,776-07-8490,Male,Sector 22,89,2018-03-09,Editor,DECEASED,2018-03-11,FALSE,NA,CHCKN,B9,FALSE,Pan
Jolyn,Bruyntjes,546-84-2191,Female,Sector 22,85,2018-03-09,Nuclear Power Engineer,DECEASED,2018-03-10,FALSE,Other,NA,B34,FALSE,Sanders
Dane,Fickling,600-49-9864,Male,Sector 22,66,2018-03-09,Senior Financial Analyst,DECEASED,2018-03-09,FALSE,Catholic,NA,D20,FALSE,Ouyuki
Luce,Woodland,331-19-3715,Female,Sector 22,83,2018-03-09,Recruiter,DECEASED,2018-03-11,FALSE,Muslim,CHCKN,C23,FALSE,Ouyuki
Caterina,Frontczak,639-31-7683,Female,Sector 22,58,2018-03-09,Nurse,DECEASED,2018-03-09,FALSE,Other,NA,A13,FALSE,Ouyuki
Francisco,Elstub,892-63-2987,Male,Sector 22,84,2018-03-09,Web Developer IV,ALIVE,NA,FALSE,Protestant,VEG,A46,FALSE,Sanders
Major,Foston,108-69-5593,Male,Sector 22,7,2018-03-09,NA,ALIVE,NA,TRUE,Other,VEG,A11,FALSE,Pan
Mauricio,Kennaway,408-16-3009,Male,Sector 22,73,2018-03-09,Research Assistant II,ALIVE,NA,FALSE,Protestant,VEG,D21,FALSE,Lee
Natka,Revell,828-04-2191,Female,Sector 22,90,2018-03-09,Database Administrator II,ALIVE,NA,FALSE,Muslim,NA,C43,FALSE,Pan
Bartholomeus,Walsham,328-54-5382,Male,Sector 22,26,2018-03-09,Associate Professor,DECEASED,2018-03-11,FALSE,Muslim,NA,D35,FALSE,Lee
Hilton,O'Sharry,113-58-1937,Male,Sector 22,7,2018-03-09,NA,ALIVE,NA,FALSE,Protestant,NA,C37,TRUE,Smith
Avivah,Colleer,715-12-1660,Female,Sector 22,95,2018-03-09,Editor,DECEASED,2018-03-11,FALSE,Protestant,NA,C5,FALSE,White
Eleonora,Lothlorien,345-93-5861,Female,Sector 22,66,2018-03-09,General Manager,DECEASED,2018-03-12,FALSE,Protestant,NA,A41,FALSE,Lee
Conrade,Hebbs,786-49-8275,Male,Sector 22,61,2018-03-09,Tax Accountant,ALIVE,NA,FALSE,Jewish,NA,B22,FALSE,White
Bambi,Franzetti,366-65-9109,Female,Sector 22,73,2018-03-09,General Manager,ALIVE,NA,FALSE,Catholic,NA,B44,FALSE,White
Nigel,Ovid,144-64-3461,Male,Sector 22,15,2018-03-09,NA,DECEASED,2018-03-10,FALSE,Muslim,CHCKN,D33,TRUE,Ouyuki
Catlaina,Gilbody,895-81-0804,Female,Sector 22,7,2018-03-09,NA,ALIVE,NA,FALSE,NA,VEG,D9,TRUE,Sanders
Guthrie,Crocetto,379-22-9447,Male,Sector 22,32,2018-03-10,Geologist I,ALIVE,NA,FALSE,NA,VEG,C27,FALSE,Pan
Jessalin,Chandlar,869-09-1290,Female,Sector 22,7,2018-03-10,NA,ALIVE,NA,FALSE,NA,CHCKN,A32,TRUE,Ouyuki
Richardo,Jzhakov,533-02-0626,Male,Sector 22,25,2018-03-10,Analyst Programmer,DECEASED,2018-03-13,FALSE,Muslim,NA,D15,FALSE,Sanders
Brock,Girodon,402-59-4005,Male,Sector 22,49,2018-03-10,Electrical Engineer,DECEASED,2018-03-11,FALSE,Protestant,NA,A44,FALSE,Sanders
Loree,Swatten,757-19-5547,Female,Sector 22,88,2018-03-10,Financial Advisor,ALIVE,NA,FALSE,Catholic,CHCKN,D30,FALSE,Ouyuki
Leslie,Ness,618-85-3510,Male,Sector 22,25,2018-03-10,Project Manager,ALIVE,NA,FALSE,Catholic,NA,C46,FALSE,Sanders
Eolanda,Rapinett,834-93-9058,Female,Sector 22,12,2018-03-10,NA,DECEASED,2018-03-11,FALSE,Protestant,NA,D43,FALSE,Ouyuki
Cloe,Lovstrom,896-02-5702,Female,Sector 22,95,2018-03-10,Developer IV,ALIVE,NA,FALSE,Jewish,VEG,A13,FALSE,Ouyuki
Blair,Wardrop,482-88-3570,Male,Sector 22,39,2018-03-10,Automation Specialist III,DECEASED,2018-03-10,FALSE,Catholic,CHCKN,B41,FALSE,Pan
Claire,Eskrigg,791-85-4756,Male,Sector 22,95,2018-03-10,VP Sales,ALIVE,NA,FALSE,NA,VEG,D40,FALSE,Pan
Anselm,Applewhite,640-26-3411,Male,Sector 22,0,2018-03-10,NA,DECEASED,2018-03-10,TRUE,Protestant,CHCKN,A28,TRUE,White
Eberto,Tomlett,809-03-9334,Male,Sector 22,9,2018-03-10,NA,ALIVE,NA,FALSE,NA,VEG,D48,TRUE,Smith
Gretchen,MacKeig,237-81-4621,Female,Sector 22,30,2018-03-11,Office Assistant I,DECEASED,2018-03-13,FALSE,Muslim,VEG,B22,FALSE,Sanders
Weidar,Cawte,481-72-0867,Male,Sector 22,7,2018-03-11,NA,DECEASED,2018-03-13,TRUE,NA,NA,D5,FALSE,Sanders
Roldan,Romei,681-43-8038,Male,Sector 22,54,2018-03-11,Financial Analyst,ALIVE,NA,FALSE,NA,CHCKN,C27,FALSE,Lee
Heriberto,Jone,216-81-8431,Male,Sector 22,45,2018-03-11,Database Administrator I,DECEASED,2018-03-14,FALSE,NA,VEG,C18,FALSE,White
Ardelia,Ashforth,111-20-8760,Female,Sector 22,83,2018-03-11,Office Assistant III,DECEASED,2018-03-12,FALSE,Other,VEG,A6,FALSE,White
Liza,Lillywhite,360-92-2950,Female,Sector 22,34,2018-03-11,Research Nurse,ALIVE,NA,FALSE,Jewish,NA,A35,FALSE,Ouyuki
Powell,McAughtrie,562-50-9367,Male,Sector 22,19,2018-03-11,Associate Professor,DECEASED,2018-03-13,FALSE,Other,VEG,B24,FALSE,Ouyuki
Twyla,Bunt,110-53-7791,Female,Sector 22,79,2018-03-11,Community Outreach Specialist,DECEASED,2018-03-12,FALSE,Protestant,VEG,B12,FALSE,Ouyuki
Ethe,Prahl,235-81-9435,Male,Sector 22,73,2018-03-11,Senior Financial Analyst,DECEASED,2018-03-13,FALSE,Catholic,CHCKN,C17,FALSE,Smith
Cordie,McAuslene,492-49-3225,Male,Sector 22,91,2018-03-11,Software Consultant,ALIVE,NA,FALSE,Jewish,VEG,B5,FALSE,Lee
Myrtice,Vergo,334-28-5619,Female,Sector 22,9,2018-03-11,NA,ALIVE,NA,TRUE,Protestant,VEG,B32,FALSE,Pan
Orelie,Stain,711-45-2637,Female,Sector 22,43,2018-03-11,Staff Scientist,DECEASED,2018-03-11,FALSE,Catholic,NA,B17,FALSE,Lee
Baillie,Dundendale,580-99-8991,Male,Sector 22,22,2018-03-11,Operator,DECEASED,2018-03-12,FALSE,Muslim,VEG,B19,FALSE,White
Eve,Rodenburgh,839-09-3546,Female,Sector 22,47,2018-03-11,Civil Engineer,DECEASED,2018-03-12,FALSE,NA,CHCKN,A36,FALSE,Ouyuki
Alastair,Wilkie,754-52-2434,Male,Sector 22,83,2018-03-11,Geologist III,DECEASED,2018-03-11,FALSE,NA,VEG,B34,FALSE,Smith
Winfred,O'Dooghaine,481-83-1638,Male,Sector 22,36,2018-03-11,VP Accounting,DECEASED,2018-03-14,FALSE,Protestant,NA,D42,FALSE,Smith
Beltran,McCroft,530-30-6044,Male,Sector 22,18,2018-03-12,NA,ALIVE,NA,FALSE,Muslim,VEG,C23,TRUE,Ouyuki
Tamas,Attride,520-66-7943,Male,Sector 22,77,2018-03-12,Associate Professor,DECEASED,2018-03-15,FALSE,Jewish,CHCKN,B46,FALSE,Lee
Balduin,Wudeland,167-33-1969,Male,Sector 22,76,2018-03-12,Electrical Engineer,ALIVE,NA,FALSE,Catholic,NA,B28,FALSE,Lee
Kort,Rossiter,423-59-8140,Male,Sector 22,67,2018-03-12,Design Engineer,ALIVE,NA,FALSE,Protestant,NA,B3,FALSE,Smith
Napoleon,Twyford,559-27-6824,Male,Sector 22,95,2018-03-12,Administrative Assistant IV,ALIVE,NA,FALSE,Muslim,CHCKN,D34,FALSE,White
Fredrika,Boar,313-10-3214,Female,Sector 22,82,2018-03-12,Clinical Specialist,ALIVE,NA,FALSE,Other,VEG,D45,FALSE,Sanders
Geoffry,Bartunek,790-92-3215,Male,Sector 22,66,2018-03-12,Research Assistant II,ALIVE,NA,FALSE,Other,CHCKN,D43,FALSE,Lee
Oliver,Banthorpe,331-33-6720,Male,Sector 22,22,2018-03-12,Software Engineer IV,DECEASED,2018-03-12,FALSE,Jewish,CHCKN,B7,FALSE,Sanders
Morly,Vinck,887-25-0104,Male,Sector 22,77,2018-03-12,Help Desk Operator,ALIVE,NA,FALSE,Protestant,VEG,D31,FALSE,Smith
Katina,Malpass,645-31-6150,Female,Sector 22,82,2018-03-12,Senior Cost Accountant,DECEASED,2018-03-12,FALSE,Jewish,VEG,B7,FALSE,Lee
Vic,Swallwell,224-25-4377,Male,Sector 22,58,2018-03-12,Director of Sales,DECEASED,2018-03-12,FALSE,Catholic,CHCKN,D32,FALSE,Sanders
Gran,Fanton,832-21-1767,Male,Sector 22,95,2018-03-12,Structural Engineer,DECEASED,2018-03-14,FALSE,Catholic,VEG,C44,FALSE,Pan
Vlad,Philipps,892-14-3164,Male,Sector 22,21,2018-03-12,Assistant Professor,ALIVE,NA,FALSE,Catholic,NA,D12,FALSE,Pan
Rip,Duncan,167-69-9780,Male,Sector 22,76,2018-03-12,Internal Auditor,ALIVE,NA,FALSE,Catholic,VEG,A20,FALSE,White
Earl,Szabo,250-11-8765,Male,Sector 22,90,2018-03-12,Statistician I,DECEASED,2018-03-14,FALSE,Protestant,VEG,A13,FALSE,Smith
Giusto,Basillon,217-11-2489,Male,Sector 22,7,2018-03-12,NA,ALIVE,NA,FALSE,Muslim,CHCKN,D33,TRUE,Pan
Casi,McKernan,879-13-7678,Female,Sector 22,46,2018-03-12,Systems Administrator I,ALIVE,NA,FALSE,Jewish,VEG,D19,FALSE,Sanders
Trever,Eastam,198-81-3084,Male,Sector 22,86,2018-03-12,Accounting Assistant I,ALIVE,NA,FALSE,Jewish,CHCKN,C3,FALSE,White
Mickie,Regis,231-99-2499,Male,Sector 22,47,2018-03-12,Staff Scientist,DECEASED,2018-03-13,FALSE,NA,CHCKN,C3,FALSE,Lee
Clement,Coslett,148-31-6828,Male,Sector 22,70,2018-03-12,Media Manager IV,ALIVE,NA,FALSE,NA,CHCKN,A34,FALSE,Ouyuki
Lacee,Stredder,572-52-1772,Female,Sector 22,9,2018-03-12,NA,DECEASED,2018-03-13,FALSE,Catholic,NA,A14,TRUE,Sanders
Scottie,Maudlen,701-43-9396,Male,Sector 22,52,2018-03-12,Occupational Therapist,ALIVE,NA,FALSE,Jewish,CHCKN,B5,FALSE,White
Desmond,Sexton,384-89-2786,Male,Sector 22,27,2018-03-12,VP Marketing,ALIVE,NA,FALSE,NA,VEG,C47,FALSE,Ouyuki
Sayre,Hartly,245-78-4347,Female,Sector 22,19,2018-03-12,Help Desk Technician,DECEASED,2018-03-15,FALSE,Protestant,CHCKN,A39,FALSE,Lee
Mag,Scarff,161-52-2814,Female,Sector 22,72,2018-03-12,Quality Engineer,DECEASED,2018-03-15,FALSE,Jewish,VEG,A40,FALSE,Lee
Cissy,Pountney,245-73-7427,Female,Sector 22,54,2018-03-12,Statistician IV,DECEASED,2018-03-15,FALSE,Jewish,CHCKN,A15,FALSE,Pan
Katharyn,Goucher,850-24-6409,Female,Sector 22,19,2018-03-12,Geologist III,ALIVE,NA,FALSE,NA,VEG,A9,FALSE,Ouyuki
Fax,Pillman,452-95-8258,Male,Sector 22,55,2018-03-12,Operator,ALIVE,NA,FALSE,Protestant,VEG,A31,FALSE,White
Parsifal,Eddison,123-11-0356,Male,Sector 22,14,2018-03-12,NA,ALIVE,NA,TRUE,Catholic,VEG,B23,FALSE,Pan
Putnam,Winter,135-59-4255,Male,Sector 22,13,2018-03-12,NA,DECEASED,2018-03-15,TRUE,Muslim,VEG,B12,TRUE,Sanders
Nichols,Ferryn,199-52-4577,Male,Sector 22,16,2018-03-12,NA,DECEASED,2018-03-15,TRUE,Muslim,VEG,D46,FALSE,Sanders
Rivalee,Rawcliff,742-13-0791,Female,Sector 22,82,2018-03-12,Physical Therapy Assistant,ALIVE,NA,FALSE,Protestant,CHCKN,D13,FALSE,Smith
Jacinda,Franzolini,266-66-9218,Female,Sector 22,49,2018-03-12,Programmer Analyst IV,DECEASED,2018-03-12,FALSE,Catholic,VEG,B36,FALSE,Lee
Deloris,Blaasch,233-87-8653,Female,Sector 23,96,2018-03-05,Web Developer II,DECEASED,2018-03-06,FALSE,Protestant,NA,C30,FALSE,Sanders
Hermione,Bannester,311-51-0937,Female,Sector 23,13,2018-03-05,NA,DECEASED,2018-03-07,FALSE,NA,VEG,C4,TRUE,Pan
Lamont,Letch,741-12-3063,Male,Sector 23,70,2018-03-05,Analog Circuit Design manager,ALIVE,NA,FALSE,NA,VEG,B9,FALSE,Ouyuki
Ximenez,Harburtson,702-25-5002,Male,Sector 23,30,2018-03-05,Web Developer III,ALIVE,NA,FALSE,Protestant,CHCKN,A45,FALSE,Ouyuki
Crichton,Balding,161-34-1958,Male,Sector 23,95,2018-03-05,Financial Analyst,DECEASED,2018-03-05,FALSE,Jewish,VEG,B21,FALSE,Pan
Muriel,Flaunders,461-59-1379,Female,Sector 23,71,2018-03-06,GIS Technical Architect,ALIVE,NA,FALSE,Other,VEG,D2,FALSE,White
Consalve,Colledge,199-62-2467,Male,Sector 23,11,2018-03-06,NA,ALIVE,NA,TRUE,Jewish,CHCKN,A11,TRUE,Smith
Dalenna,Lenox,634-88-8033,Female,Sector 23,39,2018-03-06,Automation Specialist III,ALIVE,NA,FALSE,Muslim,NA,A31,FALSE,Sanders
Frans,Clewett,432-76-9065,Male,Sector 23,9,2018-03-06,NA,ALIVE,NA,FALSE,Other,CHCKN,D44,FALSE,Sanders
Kelli,Attwood,442-94-9939,Female,Sector 23,21,2018-03-06,Account Executive,DECEASED,2018-03-08,FALSE,NA,CHCKN,B27,FALSE,Pan
Jarrid,Goligly,407-21-6127,Male,Sector 23,69,2018-03-06,Research Assistant II,DECEASED,2018-03-07,FALSE,Jewish,VEG,D29,FALSE,White
Wes,Bruster,251-84-8487,Male,Sector 23,76,2018-03-06,Nurse Practicioner,ALIVE,NA,FALSE,Catholic,NA,C49,FALSE,Ouyuki
Bale,Champkin,783-19-9212,Male,Sector 23,21,2018-03-06,Registered Nurse,DECEASED,2018-03-08,FALSE,Other,NA,B39,FALSE,Pan
Bartlet,Marlen,227-88-4769,Male,Sector 23,16,2018-03-06,NA,DECEASED,2018-03-07,FALSE,NA,VEG,A3,TRUE,Lee
Miner,Croley,721-43-6605,Male,Sector 23,82,2018-03-06,Chemical Engineer,DECEASED,2018-03-06,FALSE,Muslim,CHCKN,C48,FALSE,Smith
Clemmie,McKevin,160-72-9360,Female,Sector 23,69,2018-03-06,VP Quality Control,DECEASED,2018-03-07,FALSE,NA,CHCKN,C33,FALSE,Sanders
Ericka,Derill,182-92-6453,Female,Sector 23,77,2018-03-06,Food Chemist,ALIVE,NA,FALSE,Catholic,VEG,A47,FALSE,Ouyuki
Franzen,Matfin,122-90-6562,Male,Sector 23,53,2018-03-06,Staff Scientist,ALIVE,NA,FALSE,NA,NA,C33,FALSE,Lee
Lorin,Oppery,435-49-0927,Male,Sector 23,36,2018-03-06,Structural Analysis Engineer,DECEASED,2018-03-06,FALSE,Protestant,NA,A47,FALSE,Lee
Bethanne,Leworthy,223-47-9881,Female,Sector 23,18,2018-03-06,NA,ALIVE,NA,FALSE,Protestant,CHCKN,A23,TRUE,Lee
Lorilee,Lear,219-83-1095,Female,Sector 23,96,2018-03-06,Data Coordiator,DECEASED,2018-03-09,FALSE,Other,VEG,D9,FALSE,Ouyuki
Audre,Borrell,420-23-0821,Female,Sector 23,54,2018-03-06,Media Manager I,ALIVE,NA,FALSE,Muslim,VEG,A5,FALSE,Smith
Morrie,Eldered,340-56-3812,Male,Sector 23,74,2018-03-06,Financial Analyst,ALIVE,NA,FALSE,NA,CHCKN,B1,FALSE,Pan
Joella,Shewon,267-23-3012,Female,Sector 23,78,2018-03-06,Nurse Practicioner,DECEASED,2018-03-06,FALSE,Protestant,VEG,B10,FALSE,Smith
Ariel,Mullins,545-89-7944,Male,Sector 23,29,2018-03-06,Web Designer II,DECEASED,2018-03-06,FALSE,Muslim,VEG,A48,FALSE,Pan
Gregoire,Cremer,145-24-7382,Male,Sector 23,71,2018-03-06,Physical Therapy Assistant,ALIVE,NA,FALSE,NA,CHCKN,C21,FALSE,White
